,age,education-num,hours-per-week,income,Count
1470,68-73,3,6-12,<=50K.,2
1471,68-72,4,6-8,<=50K,1
1472,68-72,4,6-8,<=50K.,4
1473,79-80,2-4,5-15,<=50K.,4
1474,74-81,2-3,25-36,<=50K,2
1475,74-81,2-3,25-36,<=50K.,3
1476,66-71,5,1-6,<=50K,3
1477,66-71,5,1-6,<=50K.,1
1478,73-74,5,9-10,<=50K,2
1479,73-74,5,9-10,<=50K.,1
1480,75,5-6,1-15,<=50K,2
1481,75,5-6,1-15,<=50K.,2
1482,67-68,5,20-24,<=50K,1
1483,67-68,5,20-24,<=50K.,2
1484,66-67,5,25-32,<=50K,1
1485,66-67,5,25-32,<=50K.,1
1486,66-67,5,25-32,>50K,1
1487,69-70,5-7,20,<=50K,4
1488,69-70,5-7,20,<=50K.,1
1489,56-60,9,12-15,<=50K,5
1490,56-60,9,12-15,<=50K.,1
1491,56-60,9,12-15,>50K,1
1492,56-57,9,20-21,<=50K,2
1493,56-57,9,20-21,<=50K.,6
1494,61-62,9,20,<=50K,6
1495,61-62,9,20,<=50K.,3
1496,61-62,9,20,>50K,1
1497,63-64,9,21-23,<=50K,2
1498,63-64,9,21-23,<=50K.,3
1499,56,9,30-32,<=50K,3
1500,56,9,30-32,<=50K.,1
1501,56,9,30-32,>50K.,1
1502,57-59,9,30-33,<=50K,13
1503,57-59,9,30-33,<=50K.,5
1504,57-59,9,30-33,>50K,2
1505,57-59,9,30-33,>50K.,1
1506,60-61,9,30-34,<=50K,9
1507,60-61,9,30-34,<=50K.,6
1508,60-61,9,30-34,>50K.,2
1509,56,9,35,<=50K,5
1510,56,9,35,<=50K.,3
1511,56,9,35,>50K,1
1512,59-60,9,35-36,<=50K,6
1513,59-60,9,35-36,<=50K.,6
1514,59-60,9,35-36,>50K.,2
1515,59-60,9,37-38,<=50K,7
1516,59-60,9,37-38,<=50K.,5
1517,59-60,9,37-38,>50K,2
1518,65-66,9,1-4,<=50K,2
1519,65-66,9,1-4,<=50K.,1
1520,65-66,9,1-4,>50K,1
1521,65-67,9,7-8,<=50K,4
1522,65-67,9,7-8,<=50K.,2
1523,67-68,9,20,<=50K,11
1524,67-68,9,20,<=50K.,1
1525,65,9,25-30,<=50K,7
1526,65,9,25-30,<=50K.,1
1527,65-68,9,32-34,<=50K,4
1528,65-68,9,32-34,<=50K.,4
1529,65-68,9,32-34,>50K.,1
1530,69,9,20-24,<=50K,7
1531,69,9,20-24,<=50K.,2
1532,73-75,9,20-24,<=50K,9
1533,73-75,9,20-24,<=50K.,6
1534,73-75,9,20-24,>50K,1
1535,73-75,9,20-24,>50K.,1
1536,37-38,2,40-85,<=50K,10
1537,37-38,2,40-85,<=50K.,4
1538,39-40,3,40-54,<=50K,6
1539,39-40,3,40-54,<=50K.,4
1540,41,3,40-96,<=50K,9
1541,41,3,40-96,<=50K.,2
1542,42,1-2,40-60,<=50K,3
1543,42,1-2,40-60,>50K.,1
1544,46-47,1,40-75,<=50K,2
1545,46-47,1,40-75,<=50K.,1
1546,42,3,40-60,<=50K,5
1547,42,3,40-60,<=50K.,1
1548,42,3,40-60,>50K.,1
1549,43-44,3,40-84,<=50K,10
1550,43-44,3,40-84,<=50K.,7
1551,43-44,3,40-84,>50K,1
1552,43-44,3,40-84,>50K.,1
1553,45,3,40,<=50K,3
1554,45,3,40,<=50K.,3
1555,45,3,40,>50K,1
1556,46-47,3,40-56,<=50K,16
1557,46-47,3,40-56,<=50K.,10
1558,46-47,3,40-56,>50K,1
1559,46-47,3,40-56,>50K.,2
1560,39,4,40-48,<=50K,3
1561,39,4,40-48,<=50K.,4
1562,40-41,4,40-72,<=50K,12
1563,40-41,4,40-72,<=50K.,9
1564,40-41,4,40-72,>50K,2
1565,38,5,40-60,<=50K,8
1566,38,5,40-60,<=50K.,4
1567,38,5,40-60,>50K.,2
1568,39,5,40-55,<=50K,7
1569,39,5,40-55,<=50K.,4
1570,39,5,40-55,>50K,1
1571,40-41,5,40-84,<=50K,13
1572,40-41,5,40-84,<=50K.,5
1573,40-41,5,40-84,>50K,2
1574,45,5,40,<=50K,6
1575,45,5,40,<=50K.,3
1576,45,5,40,>50K,3
1577,47,4-5,40-72,<=50K,15
1578,47,4-5,40-72,<=50K.,8
1579,47,4-5,40-72,>50K,1
1580,47,4-5,40-72,>50K.,4
1581,42,6,40-50,<=50K,6
1582,42,6,40-50,<=50K.,3
1583,42,6,40-50,>50K,3
1584,43,6,40-60,<=50K,11
1585,43,6,40-60,<=50K.,2
1586,43,6,40-60,>50K,1
1587,44,6,40-70,<=50K,8
1588,44,6,40-70,<=50K.,2
1589,44,6,40-70,>50K,1
1590,45,6,40-70,<=50K,8
1591,45,6,40-70,<=50K.,4
1592,42,7-8,40-60,<=50K,12
1593,42,7-8,40-60,<=50K.,4
1594,42,7-8,40-60,>50K,2
1595,43,7-8,40-80,<=50K,13
1596,43,7-8,40-80,<=50K.,6
1597,44,7-8,40-88,<=50K,14
1598,44,7-8,40-88,<=50K.,6
1599,44,7-8,40-88,>50K,3
1600,44,7-8,40-88,>50K.,2
1601,45,7-8,40-76,<=50K,12
1602,45,7-8,40-76,<=50K.,11
1603,45,7-8,40-76,>50K,3
1604,45,7-8,40-76,>50K.,1
1605,46,7-8,40-48,<=50K,9
1606,46,7-8,40-48,<=50K.,9
1607,46,7-8,40-48,>50K,5
1608,47,7-8,40-70,<=50K,14
1609,47,7-8,40-70,<=50K.,17
1610,47,7-8,40-70,>50K,1
1611,48-51,1,40,<=50K,3
1612,48-51,1,40,<=50K.,3
1613,48,3,40-99,<=50K,3
1614,48,3,40-99,<=50K.,4
1615,49-50,3,40-55,<=50K,7
1616,49-50,3,40-55,<=50K.,4
1617,49-50,3,40-55,>50K.,1
1618,51,3,40-70,<=50K,4
1619,51,3,40-70,<=50K.,2
1620,51,3,40-70,>50K.,1
1621,51,4,40-50,<=50K,11
1622,51,4,40-50,<=50K.,4
1623,52,4,40-64,<=50K,10
1624,52,4,40-64,<=50K.,7
1625,52,5,40-60,<=50K,4
1626,52,5,40-60,<=50K.,3
1627,52,5,40-60,>50K.,2
1628,53-54,5,40-75,<=50K,11
1629,53-54,5,40-75,<=50K.,6
1630,53-54,5,40-75,>50K,1
1631,53-54,5,40-75,>50K.,1
1632,48,6,40-80,<=50K,8
1633,48,6,40-80,<=50K.,7
1634,48,6,40-80,>50K,3
1635,49-50,6,40-99,<=50K,19
1636,49-50,6,40-99,<=50K.,12
1637,49-50,6,40-99,>50K,3
1638,49-50,6,40-99,>50K.,3
1639,51,6,40-60,<=50K,8
1640,51,6,40-60,<=50K.,5
1641,51,6,40-60,>50K,2
1642,51,6,40-60,>50K.,1
1643,48,7-8,40-60,<=50K,13
1644,48,7-8,40-60,<=50K.,7
1645,48,7-8,40-60,>50K,2
1646,51,7-8,40-99,<=50K,14
1647,51,7-8,40-99,<=50K.,7
1648,51,7-8,40-99,>50K,2
1649,51,7-8,40-99,>50K.,3
1650,55-56,2,40-65,<=50K,3
1651,55-56,2,40-65,<=50K.,2
1652,55-56,3,40-67,<=50K,8
1653,55-56,3,40-67,<=50K.,7
1654,55-56,3,40-67,>50K,1
1655,55-56,3,40-67,>50K.,1
1656,57-59,3,40-84,<=50K,15
1657,57-59,3,40-84,<=50K.,8
1658,57-59,3,40-84,>50K,1
1659,57-59,3,40-84,>50K.,1
1660,56,4,40-58,<=50K,13
1661,56,4,40-58,<=50K.,6
1662,56,4,40-58,>50K,2
1663,57,4,40-90,<=50K,7
1664,57,4,40-90,<=50K.,6
1665,57,4,40-90,>50K,1
1666,57,4,40-90,>50K.,3
1667,56,5,40-99,<=50K,11
1668,56,5,40-99,<=50K.,5
1669,56,5,40-99,>50K,1
1670,57,5,40-55,<=50K,4
1671,57,5,40-55,<=50K.,4
1672,57,5,40-55,>50K,2
1673,57,5,40-55,>50K.,1
1674,58-59,5,40-60,<=50K,17
1675,58-59,5,40-60,<=50K.,4
1676,58-59,5,40-60,>50K,2
1677,58-59,5,40-60,>50K.,1
1678,55,6-8,40-70,<=50K,24
1679,55,6-8,40-70,<=50K.,5
1680,55,6-8,40-70,>50K,3
1681,55,6-8,40-70,>50K.,2
1682,57,6-8,40-99,<=50K,15
1683,57,6-8,40-99,<=50K.,11
1684,57,6-8,40-99,>50K,3
1685,57,6-8,40-99,>50K.,3
1686,60,4,40-60,<=50K,15
1687,60,4,40-60,<=50K.,7
1688,60,4,40-60,>50K,2
1689,60,4,40-60,>50K.,1
1690,61-62,5,40-65,<=50K,10
1691,61-62,5,40-65,<=50K.,3
1692,61-62,5,40-65,>50K,2
1693,60,6-8,40-70,<=50K,15
1694,60,6-8,40-70,<=50K.,6
1695,60,6-8,40-70,>50K,2
1696,60,6-8,40-70,>50K.,2
1697,61-62,6-8,40-60,<=50K,26
1698,61-62,6-8,40-60,<=50K.,17
1699,61-62,6-8,40-60,>50K,3
1700,61-62,6-8,40-60,>50K.,3
1701,65,9,40-75,<=50K,24
1702,65,9,40-75,<=50K.,23
1703,65,9,40-75,>50K,8
1704,65,9,40-75,>50K.,6
1705,66-67,9,40-99,<=50K,24
1706,66-67,9,40-99,<=50K.,20
1707,66-67,9,40-99,>50K,10
1708,66-67,9,40-99,>50K.,10
1709,37-41,10-11,4-5,<=50K,2
1710,37-41,10-11,4-5,<=50K.,1
1711,37-41,10-11,6-8,<=50K,4
1712,38-41,10-11,10,<=50K,1
1713,38-41,10-11,10,<=50K.,2
1714,38-41,10-11,12,<=50K,1
1715,38-41,10-11,12,<=50K.,1
1716,38-41,10-11,12,>50K,2
1717,39,10,15,<=50K,1
1718,39,10,15,<=50K.,1
1719,39,10,15,>50K,1
1720,43-45,10-11,2-6,<=50K,2
1721,43-45,10-11,2-6,<=50K.,1
1722,43-45,10-11,2-6,>50K,1
1723,43-45,10-11,8-10,<=50K,3
1724,43-45,10-11,8-10,<=50K.,1
1725,46,10,8-10,<=50K,2
1726,46,10,8-10,<=50K.,1
1727,47-49,10-11,8-10,<=50K,1
1728,47-49,10-11,8-10,<=50K.,3
1729,47-49,10-11,8-10,>50K.,1
1730,42-43,10,12-14,<=50K,2
1731,42-43,10,12-14,<=50K.,2
1732,42-43,10,15-18,<=50K,3
1733,42-43,10,15-18,<=50K.,2
1734,42-43,10,15-18,>50K,1
1735,44-46,10,12-18,<=50K,3
1736,44-46,10,12-18,<=50K.,1
1737,44-46,10,12-18,>50K,1
1738,47-49,10-11,15-17,<=50K,3
1739,47-49,10-11,15-17,<=50K.,2
1740,47-49,10-11,15-17,>50K.,1
1741,37,10,20,<=50K,4
1742,37,10,20,<=50K.,1
1743,38,10-11,20,<=50K,4
1744,38,10-11,20,>50K.,1
1745,39,10-11,20-21,<=50K,3
1746,39,10-11,20-21,<=50K.,1
1747,39,10-11,20-21,>50K,1
1748,39,10-11,20-21,>50K.,1
1749,37,10-11,24-27,<=50K,1
1750,37,10-11,24-27,<=50K.,2
1751,37,10-11,24-27,>50K,2
1752,38,10-11,25-28,<=50K,4
1753,38,10-11,25-28,<=50K.,3
1754,39-41,10,25-26,<=50K,8
1755,39-41,10,25-26,<=50K.,2
1756,42,10-11,20-21,<=50K,2
1757,42,10-11,20-21,<=50K.,1
1758,42,10-11,20-21,>50K,1
1759,43-44,10-11,20-22,<=50K,5
1760,43-44,10-11,20-22,<=50K.,3
1761,43-44,10-11,20-22,>50K,1
1762,42,10-11,23-28,<=50K,3
1763,42,10-11,23-28,<=50K.,2
1764,42,10-11,23-28,>50K,1
1765,45-46,10-11,20,<=50K,5
1766,45-46,10-11,20,<=50K.,1
1767,45-46,10-11,20,>50K.,1
1768,45-46,10-11,24-29,<=50K,3
1769,45-46,10-11,24-29,<=50K.,3
1770,45-46,10-11,24-29,>50K,2
1771,37,10-11,35,<=50K,4
1772,37,10-11,35,<=50K.,2
1773,37,10-11,35,>50K,2
1774,38,10-11,35,<=50K,5
1775,38,10-11,35,<=50K.,1
1776,38,10-11,35,>50K,1
1777,38,10-11,35,>50K.,1
1778,39,10,35,<=50K,4
1779,39,10,35,<=50K.,1
1780,39,10,35,>50K,1
1781,39,10,35,>50K.,1
1782,40-41,10-11,35,<=50K,6
1783,40-41,10-11,35,<=50K.,6
1784,40-41,10-11,35,>50K,4
1785,40-41,10-11,35,>50K.,1
1786,39-41,10-11,36-37,<=50K,5
1787,39-41,10-11,36-37,<=50K.,3
1788,39-41,10-11,36-37,>50K,1
1789,47,10,30-33,<=50K,3
1790,47,10,30-33,<=50K.,2
1791,47,10,30-33,>50K.,1
1792,45-46,10-11,35,<=50K,4
1793,45-46,10-11,35,<=50K.,7
1794,45-46,10-11,35,>50K,2
1795,45-46,10-11,35,>50K.,1
1796,47,10-11,35-38,<=50K,11
1797,47,10-11,35-38,<=50K.,2
1798,47,10-11,35-38,>50K,2
1799,47,10-11,35-38,>50K.,1
1800,37-38,12,25,<=50K,2
1801,37-38,12,25,<=50K.,1
1802,39-40,12,24-25,<=50K,2
1803,39-40,12,24-25,>50K,1
1804,37-38,12,30-32,<=50K,1
1805,37-38,12,30-32,<=50K.,3
1806,39-40,12,30-32,<=50K,5
1807,42,12,24-31,<=50K,3
1808,43,12,30-32,<=50K,1
1809,43,12,30-32,<=50K.,1
1810,43,12,30-32,>50K.,1
1811,44-46,12,25-30,<=50K,4
1812,47-49,12,25-30,<=50K,3
1813,47-49,12,25-30,<=50K.,1
1814,47-49,12,25-30,>50K,1
1815,37-38,13-15,30-32,<=50K,6
1816,37-38,13-15,30-32,<=50K.,6
1817,37-38,13-15,30-32,>50K,5
1818,46,12,36,<=50K,3
1819,46-49,12,38,<=50K,1
1820,46-49,12,38,<=50K.,1
1821,46-49,12,38,>50K,2
1822,46-49,12,38,>50K.,1
1823,37,13-16,35,<=50K,5
1824,37,13-16,35,>50K,1
1825,38-39,13-15,35,<=50K,11
1826,38-39,13-15,35,<=50K.,1
1827,38-39,13-15,35,>50K,4
1828,38-39,13-15,35,>50K.,4
1829,40,13,35-39,<=50K,4
1830,40,13,35-39,<=50K.,4
1831,40,14-15,35-38,<=50K,4
1832,40,14-15,35-38,<=50K.,1
1833,40,14-15,35-38,>50K,5
1834,40,14-15,35-38,>50K.,3
1835,46,13-16,35-38,<=50K,9
1836,46,13-16,35-38,<=50K.,3
1837,46,13-16,35-38,>50K,11
1838,46,13-16,35-38,>50K.,2
1839,51,10,8-10,>50K,2
1840,51,10,8-10,>50K.,1
1841,52-54,10-11,5-10,<=50K,2
1842,52-54,10-11,5-10,<=50K.,1
1843,55,10,6-10,<=50K,1
1844,55,10,6-10,<=50K.,1
1845,55,10,6-10,>50K,1
1846,50-51,10-11,12-18,<=50K,2
1847,50-51,10-11,12-18,<=50K.,2
1848,50-51,10-11,12-18,>50K,1
1849,58-61,10,12-14,<=50K,2
1850,58-61,10,12-14,<=50K.,2
1851,58-61,10,12-14,>50K,2
1852,58-61,10,12-14,>50K.,1
1853,55-57,10-11,20-24,<=50K,5
1854,55-57,10-11,20-24,<=50K.,1
1855,55-57,10-11,20-24,>50K,2
1856,52,10-11,32,<=50K,1
1857,52,10-11,32,<=50K.,2
1858,53-54,10,32-34,<=50K,2
1859,53-54,10,32-34,>50K.,1
1860,52,10-11,35-38,<=50K,6
1861,52,10-11,35-38,<=50K.,5
1862,52,10-11,35-38,>50K,2
1863,52,10-11,35-38,>50K.,2
1864,57-58,10,32,<=50K,1
1865,57-58,10,32,<=50K.,2
1866,50-52,12,20-25,<=50K,2
1867,50-52,12,20-25,>50K.,1
1868,54-55,12,20-25,<=50K,1
1869,54-55,12,20-25,<=50K.,1
1870,54-55,12,20-25,>50K,1
1871,56-57,12,20-25,<=50K,2
1872,56-57,12,20-25,<=50K.,1
1873,58-60,12,20-25,<=50K,2
1874,58-60,12,20-25,<=50K.,1
1875,58-60,12,20-25,>50K,1
1876,58-60,12,20-25,>50K.,1
1877,50,13-16,20-25,<=50K,2
1878,50,13-16,20-25,<=50K.,5
1879,50,13-16,20-25,>50K,2
1880,54-55,12,30-32,<=50K,2
1881,54-55,12,30-32,<=50K.,1
1882,56-60,12,30-32,<=50K,1
1883,56-60,12,30-32,<=50K.,1
1884,56-60,12,30-32,>50K.,1
1885,54-57,12,35-39,<=50K,1
1886,54-57,12,35-39,<=50K.,2
1887,58-60,12,35-36,<=50K,1
1888,58-60,12,35-36,<=50K.,1
1889,58-60,12,35-36,>50K,2
1890,62-64,10,1-5,<=50K,4
1891,65-67,10-11,1-5,<=50K,1
1892,65-67,10-11,1-5,<=50K.,3
1893,63-64,10-11,8,<=50K,3
1894,63-64,10-11,8,<=50K.,1
1895,65-67,10,6-8,<=50K,5
1896,62-64,10-11,10,<=50K,3
1897,62-64,10-11,10,<=50K.,2
1898,62-64,10-11,10,>50K,1
1899,62-64,10-11,10,>50K.,1
1900,69-73,10-11,1-3,<=50K,4
1901,69-73,10-11,1-3,<=50K.,1
1902,62,10-11,20-24,<=50K,5
1903,62,10-11,20-24,<=50K.,2
1904,63-64,10-11,20-24,<=50K,10
1905,63-64,10-11,20-24,<=50K.,3
1906,65,10-11,20-24,<=50K,4
1907,65,10-11,20-24,<=50K.,6
1908,66-67,10-11,20-24,<=50K,9
1909,66-67,10-11,20-24,<=50K.,4
1910,66-67,10-11,20-24,>50K,3
1911,62-67,10-11,25-28,<=50K,7
1912,62-67,10-11,25-28,<=50K.,1
1913,68,10-11,20-24,<=50K,4
1914,68,10-11,20-24,<=50K.,1
1915,68,10-11,20-24,>50K,1
1916,67,13-16,20-25,<=50K.,1
1917,67,13-16,20-25,>50K,2
1918,67,13-16,20-25,>50K.,3
1919,44,13-16,45-48,<=50K,16
1920,44,13-16,45-48,<=50K.,6
1921,44,13-16,45-48,>50K,12
1922,44,13-16,45-48,>50K.,8
1923,45,13-16,45-48,<=50K,10
1924,45,13-16,45-48,<=50K.,6
1925,45,13-16,45-48,>50K,21
1926,45,13-16,45-48,>50K.,11
1927,38,13-16,50-54,<=50K,9
1928,38,13-16,50-54,<=50K.,9
1929,38,13-16,50-54,>50K,37
1930,38,13-16,50-54,>50K.,12
1931,39-40,13-16,50-53,<=50K,19
1932,39-40,13-16,50-53,<=50K.,15
1933,39-40,13-16,50-53,>50K,62
1934,39-40,13-16,50-53,>50K.,27
1935,43,13-16,50-53,<=50K,16
1936,43,13-16,50-53,<=50K.,8
1937,43,13-16,50-53,>50K,31
1938,43,13-16,50-53,>50K.,19
1939,50,10-11,40,<=50K,43
1940,50,10-11,40,<=50K.,17
1941,50,10-11,40,>50K,21
1942,50,10-11,40,>50K.,8
1943,51,10-11,40,<=50K,40
1944,51,10-11,40,<=50K.,21
1945,51,10-11,40,>50K,31
1946,51,10-11,40,>50K.,9
1947,46,10-12,45-49,<=50K,8
1948,46,10-12,45-49,<=50K.,5
1949,46,10-12,45-49,>50K,10
1950,46,10-12,45-49,>50K.,3
1951,47,10-12,45-48,<=50K,9
1952,47,10-12,45-48,<=50K.,6
1953,47,10-12,45-48,>50K,7
1954,47,10-12,45-48,>50K.,10
1955,48-49,10-12,45-49,<=50K,17
1956,48-49,10-12,45-49,<=50K.,7
1957,48-49,10-12,45-49,>50K,11
1958,48-49,10-12,45-49,>50K.,6
1959,48,13-16,45-48,<=50K,7
1960,48,13-16,45-48,<=50K.,3
1961,48,13-16,45-48,>50K,16
1962,48,13-16,45-48,>50K.,7
1963,48,10-12,50-53,<=50K,5
1964,48,10-12,50-53,<=50K.,11
1965,48,10-12,50-53,>50K,8
1966,48,10-12,50-53,>50K.,2
1967,47,13-16,50-51,<=50K,13
1968,47,13-16,50-51,<=50K.,10
1969,47,13-16,50-51,>50K,30
1970,47,13-16,50-51,>50K.,10
1971,46-47,10-12,60-89,<=50K,22
1972,46-47,10-12,60-89,<=50K.,9
1973,46-47,10-12,60-89,>50K,13
1974,46-47,10-12,60-89,>50K.,9
1975,52,13-15,42-44,<=50K,1
1976,52,13-15,42-44,>50K,1
1977,52,13-15,42-44,>50K.,2
1978,59,10-12,40-80,<=50K,34
1979,59,10-12,40-80,<=50K.,14
1980,59,10-12,40-80,>50K,30
1981,59,10-12,40-80,>50K.,9
1982,60,10-12,40-70,<=50K,38
1983,60,10-12,40-70,<=50K.,22
1984,60,10-12,40-70,>50K,21
1985,60,10-12,40-70,>50K.,9
1986,58,13-16,40,<=50K,16
1987,58,13-16,40,<=50K.,7
1988,58,13-16,40,>50K,20
1989,58,13-16,40,>50K.,15
1990,59-60,13-16,40-42,<=50K,23
1991,59-60,13-16,40-42,<=50K.,9
1992,59-60,13-16,40-42,>50K,33
1993,59-60,13-16,40-42,>50K.,15
1994,58-59,13-16,43-44,>50K,3
1995,58-59,13-16,43-44,>50K.,2
1996,66-67,10-12,40-98,<=50K,23
1997,66-67,10-12,40-98,<=50K.,13
1998,66-67,10-12,40-98,>50K,8
1999,66-67,10-12,40-98,>50K.,6
2000,65-66,13-16,40-99,<=50K,19
2001,65-66,13-16,40-99,<=50K.,7
2002,65-66,13-16,40-99,>50K,29
2003,65-66,13-16,40-99,>50K.,12
2004,17-22,4,8-16,<=50K,1
2005,17-22,4,8-16,<=50K.,2
2006,23-26,3,8-14,<=50K,1
2007,23-26,3,8-14,<=50K.,2
2008,17-20,3-4,20,<=50K.,3
2009,23-25,3-4,20-24,<=50K,1
2010,23-25,3-4,20-24,<=50K.,3
2011,24-27,5,20-24,<=50K,3
2012,28-32,5,20-24,<=50K,3
2013,28-32,5,20-24,<=50K.,1
2014,19-20,3-4,25,<=50K,2
2015,19-20,3-4,25,<=50K.,1
2016,23-25,3-4,25,<=50K,3
2017,23-25,3-4,25,<=50K.,1
2018,19-21,3,36-38,<=50K,1
2019,19-21,3,36-38,<=50K.,3
2020,22-25,3,33-35,<=50K,4
2021,22-25,3,33-35,<=50K.,1
2022,26-29,3,25-30,<=50K,3
2023,26-29,3,35,<=50K,2
2024,26-29,3,35,<=50K.,1
2025,26-27,4,30-35,<=50K,2
2026,26-27,4,30-35,<=50K.,1
2027,31-35,3-4,25,<=50K,2
2028,31-35,3-4,25,<=50K.,1
2029,31-32,4,35,<=50K,3
2030,31-32,4,35,<=50K.,2
2031,17-18,5,30-32,<=50K,2
2032,17-18,5,30-32,<=50K.,1
2033,17-18,5,35,<=50K,3
2034,20-21,5,30-32,<=50K,3
2035,20-21,5,30-32,<=50K.,1
2036,19-21,5,35,<=50K,3
2037,19-21,5,35,<=50K.,1
2038,18,6,30-36,<=50K,9
2039,18,6,30-36,<=50K.,1
2040,23-27,5,30,<=50K,2
2041,23-27,5,30,<=50K.,2
2042,29,5-6,25-27,<=50K,1
2043,29,5-6,25-27,<=50K.,2
2044,31-36,5-6,25-28,<=50K,3
2045,31-36,5-6,25-28,<=50K.,2
2046,33-36,5,35-38,<=50K,5
2047,33-36,5,35-38,<=50K.,3
2048,17,7-8,6,<=50K,2
2049,17,7-8,6,<=50K.,2
2050,17,7-8,7,<=50K,2
2051,17,7-8,7,<=50K.,3
2052,18-35,7-8,4,<=50K,3
2053,18-35,7-8,4,<=50K.,3
2054,18-29,7,5,<=50K,4
2055,18-29,7,5,<=50K.,3
2056,18,7-8,22-23,<=50K,2
2057,18,7-8,22-23,<=50K.,3
2058,18,7-8,24,<=50K,7
2059,18,7-8,24,<=50K.,3
2060,19-21,7,24,<=50K,3
2061,19-22,7-8,25,<=50K,13
2062,19-22,7-8,25,<=50K.,9
2063,19-21,7-8,32,<=50K,3
2064,19-21,7-8,32,<=50K.,1
2065,23,7-8,20-25,<=50K,3
2066,23,7-8,20-25,<=50K.,2
2067,23-27,9,1-3,<=50K,2
2068,23-27,9,1-3,<=50K.,1
2069,23-25,9,4-7,<=50K,3
2070,23,9,8-12,<=50K,4
2071,25-27,9,8-12,<=50K,6
2072,25-27,9,8-12,<=50K.,1
2073,21-22,9,16-18,<=50K,2
2074,21-22,9,16-18,<=50K.,2
2075,21-22,9,19,<=50K,2
2076,21-22,9,19,<=50K.,2
2077,23-24,9,15,<=50K,1
2078,23-24,9,15,<=50K.,1
2079,23-24,9,15,>50K.,1
2080,23,9,16,<=50K,4
2081,23,9,16,<=50K.,1
2082,26-27,9,15,<=50K,3
2083,26-27,9,15,<=50K.,1
2084,25-26,9,16,<=50K,3
2085,25-26,9,16,<=50K.,1
2086,28-29,9,10-11,<=50K,2
2087,28-29,9,10-11,<=50K.,1
2088,28-29,9,10-11,>50K,1
2089,30-31,9,8-12,<=50K,5
2090,30-31,9,8-12,<=50K.,1
2091,32-33,9,8-13,<=50K,3
2092,32-33,9,8-13,<=50K.,2
2093,34-36,9,8-12,<=50K,4
2094,34-36,9,8-12,<=50K.,1
2095,28-29,9,16,<=50K,2
2096,28-29,9,16,<=50K.,1
2097,28-29,9,17-18,<=50K,2
2098,28-29,9,17-18,<=50K.,2
2099,33-34,9,15-19,<=50K,4
2100,35-36,9,15-18,<=50K,4
2101,35-36,9,15-18,<=50K.,1
2102,35-36,9,15-18,>50K,1
2103,20,9,23-24,<=50K,3
2104,20,9,23-24,<=50K.,2
2105,21,9,24,<=50K,4
2106,21,9,24,<=50K.,1
2107,23,9,20-21,<=50K,3
2108,23,9,20-21,<=50K.,5
2109,24,9,20,<=50K,4
2110,24,9,20,<=50K.,4
2111,25,9,20-23,<=50K,3
2112,25,9,20-23,<=50K.,1
2113,26-27,9,20-22,<=50K,8
2114,26-27,9,20-22,<=50K.,8
2115,22,9,25-28,<=50K,6
2116,22,9,25-28,<=50K.,3
2117,23,9,25-27,<=50K,7
2118,23,9,25-27,<=50K.,3
2119,25-26,9,24,<=50K,3
2120,29,9,20,<=50K,5
2121,29,9,20,<=50K.,3
2122,28,9,25-28,<=50K,5
2123,28,9,25-28,<=50K.,1
2124,29,9,25-27,<=50K,8
2125,29,9,25-27,<=50K.,4
2126,29,9,25-27,>50K,1
2127,32,9,20,<=50K,3
2128,32,9,20,<=50K.,2
2129,32,9,20,>50K,1
2130,32,9,22-28,<=50K,6
2131,34,9,20,<=50K,8
2132,34,9,20,<=50K.,3
2133,34,9,20,>50K,1
2134,35-36,9,20,<=50K,6
2135,35-36,9,20,<=50K.,7
2136,34-36,9,21-24,<=50K,2
2137,34-36,9,21-24,<=50K.,2
2138,24,9,35,<=50K,8
2139,24,9,35,<=50K.,6
2140,26-27,9,36,<=50K,3
2141,26-27,9,36,<=50K.,1
2142,26,9,38-39,<=50K,2
2143,26,9,38-39,<=50K.,4
2144,27,9,38-39,<=50K,5
2145,27,9,38-39,<=50K.,2
2146,27,9,38-39,>50K,1
2147,32,9,35,<=50K,8
2148,32,9,35,<=50K.,2
2149,33,9,35,<=50K,13
2150,33,9,35,<=50K.,5
2151,33,9,35,>50K,1
2152,32-33,9,38,<=50K,10
2153,32-33,9,38,<=50K.,6
2154,32-33,9,38,>50K.,3
2155,36,9,35,<=50K,9
2156,36,9,35,<=50K.,5
2157,36,9,35,>50K.,1
2158,20,3,40,<=50K,3
2159,20,3,40,<=50K.,2
2160,21,3,40,<=50K,4
2161,21,3,40,<=50K.,1
2162,34,2,40,<=50K,2
2163,34,2,40,<=50K.,1
2164,35-36,2,40-65,<=50K,4
2165,35-36,2,40-65,<=50K.,2
2166,30,3,40,<=50K,3
2167,30,3,40,<=50K.,2
2168,31,3,40-56,<=50K,3
2169,31,3,40-56,<=50K.,3
2170,34-35,3,40-50,<=50K,5
2171,34-35,3,40-50,<=50K.,3
2172,36,3,40-50,<=50K,4
2173,36,3,40-50,<=50K.,2
2174,36,3,40-50,>50K,2
2175,19,4,40,<=50K,2
2176,19,4,40,<=50K.,2
2177,19,4,45-99,<=50K,3
2178,19,4,45-99,>50K,1
2179,18,5,40-42,<=50K,3
2180,18,5,40-42,<=50K.,1
2181,19,5,40-60,<=50K,1
2182,19,5,40-60,<=50K.,7
2183,21,4,40-48,<=50K,6
2184,22,4,40,<=50K,5
